GameName	Category	FullPath
Virtua Tennis 4	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Virtua Tennis 4
Wall-E	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Wall-E
War of the Worlds The (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\War of the Worlds The (XBLA)
Warhammer Battle March	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Warhammer Battle March
Warhammer.40000.Space.Marine	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Warhammer.40000.Space.Marine
Warriors Legends of Troy	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Warriors Legends of Troy
Warriors Orochi (USA) (EnFrDe)	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Warriors Orochi (USA) (EnFrDe)
Warriors Orochi 2 (USA) (EnFrDe)	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Warriors Orochi 2 (USA) (EnFrDe)
Warriors Orochi 3	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Warriors Orochi 3
Watch Dogs (2-DVD)	___ Multi-DVD READY GAMES ___	G:\___ Multi-DVD READY GAMES ___\Watch Dogs (2-DVD)
Watchmen - The End Is Nigh	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Watchmen - The End Is Nigh
Way of the Dogg (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\Way of the Dogg (XBLA)
Way of the Samurai 3	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Way of the Samurai 3
WET	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\WET
Wheelman	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Wheelman
Winter Stars	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Winter Stars
Witcher 2 - The Assassins of Kings (2-DVD)	___ Multi-DVD READY GAMES ___	G:\___ Multi-DVD READY GAMES ___\Witcher 2 - The Assassins of Kings (2-DVD)
Wolfenstein (World) (EnFrDeEsItRu)	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Wolfenstein (World) (EnFrDeEsItRu)
Wolfenstein - The New Order (4-DVD)	___ Multi-DVD READY GAMES ___	G:\___ Multi-DVD READY GAMES ___\Wolfenstein - The New Order (4-DVD)
Wolfenstein 3D (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\Wolfenstein 3D (XBLA)
Wolfenstein 3D - Stackable (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\Wolfenstein 3D - Stackable (XBLA)
Worms (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\Worms (XBLA)
Worms - Ultimate Mayhem (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\Worms - Ultimate Mayhem (XBLA)
Worms 2 - Armageddon (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\Worms 2 - Armageddon (XBLA)
Worms Revolution (XBLA)	___ XBLA Games ___	G:\___ XBLA Games ___\Worms Revolution (XBLA)
WRC - FIA World Rally Championship 4	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\WRC - FIA World Rally Championship 4
WRC 3 - World Rally Championship	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\WRC 3 - World Rally Championship
WRC 4 - FIA World Rally Championship (Europe)	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\WRC 4 - FIA World Rally Championship (Europe)
WWE 2K17	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\WWE 2K17
WWE All Stars	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\WWE All Stars
X-Men Destiny	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\X-Men Destiny
X-Men Origins Wolverine Uncaged Edition	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\X-Men Origins Wolverine Uncaged Edition
XCOM - Enemy Unknown (USA Europe)	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\XCOM - Enemy Unknown (USA Europe)
XCOM - Enemy Within (USA Europe)	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\XCOM - Enemy Within (USA Europe)
Yaiba Ninja Gaiden	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Yaiba Ninja Gaiden
Young Justice Legacy	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Young Justice Legacy
Zumba Kids (USA)	___ One-DVD READY GAMES ___	G:\___ One-DVD READY GAMES ___\Zumba Kids (USA)
